source,target,isproduce,edgesize,edgecolor
sid-1,Cheater-r(1):b1,0,1,#191970
sid-1,Cheater-r(7):b2,0,1,#191970
sid-2,Cheater-r(7):b2,0,1,#FFFF54
sid-24,Cheater-r(7):b2,0,1,#BFBFBF
sid-35,Cheater-r(7):b2,0,1,#00FFFF
sid-56,Cheater-r(7):b2,0,1,#BFBFBF
sid-1,Cheater-r(8):b3,0,1,#191970
sid-2,Cheater-r(8):b3,0,1,#FFFF54
sid-24,Cheater-r(8):b3,0,1,#BFBFBF
sid-35,Cheater-r(8):b3,0,1,#00FFFF
sid-45,Cheater-r(8):b3,0,1,#BFBFBF
sid-91,Cheater-r(8):b3,0,1,#FF00FF
sid-93,Cheater-r(8):b3,0,1,#BFBFBF
sid-1,Cheater-r(7):b4,0,1,#191970
sid-2,Cheater-r(7):b4,0,1,#FFFF54
sid-24,Cheater-r(7):b4,0,1,#BFBFBF
sid-35,Cheater-r(7):b4,0,1,#00FFFF
sid-45,Cheater-r(7):b4,0,1,#BFBFBF
sid-93,Cheater-r(7):b4,0,1,#BFBFBF
sid-1,Cheater-r(8):b5,0,1,#191970
sid-2,Cheater-r(8):b5,0,1,#FFFF54
sid-24,Cheater-r(8):b5,0,1,#BFBFBF
sid-35,Cheater-r(8):b5,0,1,#00FFFF
sid-56,Cheater-r(8):b5,0,1,#BFBFBF
sid-93,Cheater-r(8):b5,0,1,#BFBFBF
sid-1,Cheater-r(7):b6,0,1,#191970
sid-2,Cheater-r(7):b6,0,1,#FFFF54
sid-24,Cheater-r(7):b6,0,1,#BFBFBF
sid-35,Cheater-r(7):b6,0,1,#00FFFF
sid-56,Cheater-r(7):b6,0,1,#BFBFBF
sid-93,Cheater-r(7):b6,0,1,#BFBFBF
sid-1,Cheater-r(4):b7,0,1,#191970
sid-2,Cheater-r(4):b7,0,1,#FFFF54
sid-24,Cheater-r(4):b7,0,1,#BFBFBF
sid-35,Cheater-r(4):b7,0,1,#00FFFF
sid-1,Cheater-r(5):b8,0,1,#191970
sid-2,Cheater-r(5):b8,0,1,#FFFF54
sid-35,Cheater-r(5):b8,0,1,#00FFFF
sid-45,Cheater-r(5):b8,0,1,#BFBFBF
sid-1,Cheater-r(2):b9,0,1,#191970
sid-3,Cheater-r(2):b9,0,1,#FF0000
sid-1,Cheater-r(14):b10,0,1,#191970
sid-3,Cheater-r(14):b10,0,1,#FF0000
sid-5,Cheater-r(14):b10,0,1,#BFBFBF
sid-36,Cheater-r(14):b10,0,1,#DDA0DD
sid-72,Cheater-r(14):b10,0,1,#4169E1
sid-81,Cheater-r(14):b10,0,1,#BFBFBF
sid-84,Cheater-r(14):b10,0,1,#BFBFBF
sid-90,Cheater-r(14):b10,0,1,#0000CD
sid-91,Cheater-r(14):b10,0,1,#FF00FF
sid-92,Cheater-r(14):b10,0,1,#FF8C00
sid-94,Cheater-r(14):b10,0,1,#7FFF00
sid-1,Cheater-r(13):b11,0,1,#191970
sid-3,Cheater-r(13):b11,0,1,#FF0000
sid-5,Cheater-r(13):b11,0,1,#BFBFBF
sid-36,Cheater-r(13):b11,0,1,#DDA0DD
sid-72,Cheater-r(13):b11,0,1,#4169E1
sid-81,Cheater-r(13):b11,0,1,#BFBFBF
sid-90,Cheater-r(13):b11,0,1,#0000CD
sid-91,Cheater-r(13):b11,0,1,#FF00FF
sid-92,Cheater-r(13):b11,0,1,#FF8C00
sid-94,Cheater-r(13):b11,0,1,#7FFF00
sid-1,Cheater-r(3):b12,0,1,#191970
sid-6,Cheater-r(3):b12,0,1,#BFBFBF
sid-94,Cheater-r(3):b12,0,1,#7FFF00
sid-1,Cheater-r(3):b13,0,1,#191970
sid-87,Cheater-r(3):b13,0,1,#BFBFBF
sid-1,Cheater-r(5):b14,0,1,#191970
sid-1,Cheater-r(10):b15,0,1,#191970
sid-24,Cheater-r(10):b15,0,1,#BFBFBF
sid-36,Cheater-r(10):b15,0,1,#DDA0DD
sid-38,Cheater-r(10):b15,0,1,#BFBFBF
sid-58,Cheater-r(10):b15,0,1,#BFBFBF
sid-65,Cheater-r(10):b15,0,1,#BFBFBF
sid-66,Cheater-r(10):b15,0,1,#BFBFBF
sid-76,Cheater-r(10):b15,0,1,#2E8B57
sid-92,Cheater-r(10):b15,0,1,#FF8C00
sid-94,Cheater-r(10):b15,0,1,#7FFF00
sid-1,Cheater-r(4):b16,0,1,#191970
sid-24,Cheater-r(4):b16,0,1,#BFBFBF
sid-36,Cheater-r(4):b16,0,1,#DDA0DD
sid-94,Cheater-r(4):b16,0,1,#7FFF00
sid-1,Cheater-r(11):b17,0,1,#191970
sid-24,Cheater-r(11):b17,0,1,#BFBFBF
sid-38,Cheater-r(11):b17,0,1,#BFBFBF
sid-45,Cheater-r(11):b17,0,1,#BFBFBF
sid-55,Cheater-r(11):b17,0,1,#BFBFBF
sid-58,Cheater-r(11):b17,0,1,#BFBFBF
sid-66,Cheater-r(11):b17,0,1,#BFBFBF
sid-80,Cheater-r(11):b17,0,1,#808000
sid-92,Cheater-r(11):b17,0,1,#FF8C00
sid-93,Cheater-r(11):b17,0,1,#BFBFBF
sid-94,Cheater-r(11):b17,0,1,#7FFF00
sid-1,Cheater-r(7):b18,0,1,#191970
sid-24,Cheater-r(7):b18,0,1,#BFBFBF
sid-38,Cheater-r(7):b18,0,1,#BFBFBF
sid-45,Cheater-r(7):b18,0,1,#BFBFBF
sid-55,Cheater-r(7):b18,0,1,#BFBFBF
sid-92,Cheater-r(7):b18,0,1,#FF8C00
sid-94,Cheater-r(7):b18,0,1,#7FFF00
sid-1,Cheater-r(5):b19,0,1,#191970
sid-24,Cheater-r(5):b19,0,1,#BFBFBF
sid-38,Cheater-r(5):b19,0,1,#BFBFBF
sid-66,Cheater-r(5):b19,0,1,#BFBFBF
sid-94,Cheater-r(5):b19,0,1,#7FFF00
sid-1,Cheater-r(4):b20,0,1,#191970
sid-24,Cheater-r(4):b20,0,1,#BFBFBF
sid-38,Cheater-r(4):b20,0,1,#BFBFBF
sid-94,Cheater-r(4):b20,0,1,#7FFF00
sid-1,Cheater-r(8):b21,0,1,#191970
sid-24,Cheater-r(8):b21,0,1,#BFBFBF
sid-45,Cheater-r(8):b21,0,1,#BFBFBF
sid-55,Cheater-r(8):b21,0,1,#BFBFBF
sid-58,Cheater-r(8):b21,0,1,#BFBFBF
sid-80,Cheater-r(8):b21,0,1,#808000
sid-93,Cheater-r(8):b21,0,1,#BFBFBF
sid-94,Cheater-r(8):b21,0,1,#7FFF00
sid-1,Cheater-r(3):b22,0,1,#191970
sid-69,Cheater-r(3):b22,0,1,#BFBFBF
sid-91,Cheater-r(3):b22,0,1,#FF00FF
sid-1,Cheater-r(2):b23,0,1,#191970
sid-94,Cheater-r(2):b23,0,1,#7FFF00
sid-2,Cheater-r(1):b24,0,1,#FFFF54
sid-2,Cheater-r(2):b25,0,1,#FFFF54
sid-7,Cheater-r(2):b25,0,1,#BFBFBF
sid-3,Cheater-r(1):b26,0,1,#FF0000
sid-3,Cheater-r(11):b27,0,1,#FF0000
sid-5,Cheater-r(11):b27,0,1,#BFBFBF
sid-36,Cheater-r(11):b27,0,1,#DDA0DD
sid-45,Cheater-r(11):b27,0,1,#BFBFBF
sid-72,Cheater-r(11):b27,0,1,#4169E1
sid-80,Cheater-r(11):b27,0,1,#808000
sid-90,Cheater-r(11):b27,0,1,#0000CD
sid-92,Cheater-r(11):b27,0,1,#FF8C00
sid-94,Cheater-r(11):b27,0,1,#7FFF00
sid-3,Cheater-r(8):b28,0,1,#FF0000
sid-77,Cheater-r(8):b28,0,1,#BFBFBF
sid-80,Cheater-r(8):b28,0,1,#808000
sid-90,Cheater-r(8):b28,0,1,#0000CD
sid-91,Cheater-r(8):b28,0,1,#FF00FF
sid-94,Cheater-r(8):b28,0,1,#7FFF00
sid-3,Cheater-r(5):b29,0,1,#FF0000
sid-24,Cheater-r(5):b29,0,1,#BFBFBF
sid-38,Cheater-r(5):b29,0,1,#BFBFBF
sid-45,Cheater-r(5):b29,0,1,#BFBFBF
sid-3,Cheater-r(11):b30,0,1,#FF0000
sid-36,Cheater-r(11):b30,0,1,#DDA0DD
sid-45,Cheater-r(11):b30,0,1,#BFBFBF
sid-72,Cheater-r(11):b30,0,1,#4169E1
sid-80,Cheater-r(11):b30,0,1,#808000
sid-90,Cheater-r(11):b30,0,1,#0000CD
sid-92,Cheater-r(11):b30,0,1,#FF8C00
sid-94,Cheater-r(11):b30,0,1,#7FFF00
sid-3,Cheater-r(9):b31,0,1,#FF0000
sid-36,Cheater-r(9):b31,0,1,#DDA0DD
sid-69,Cheater-r(9):b31,0,1,#BFBFBF
sid-77,Cheater-r(9):b31,0,1,#BFBFBF
sid-87,Cheater-r(9):b31,0,1,#BFBFBF
sid-90,Cheater-r(9):b31,0,1,#0000CD
sid-91,Cheater-r(9):b31,0,1,#FF00FF
sid-3,Cheater-r(7):b32,0,1,#FF0000
sid-36,Cheater-r(7):b32,0,1,#DDA0DD
sid-69,Cheater-r(7):b32,0,1,#BFBFBF
sid-77,Cheater-r(7):b32,0,1,#BFBFBF
sid-87,Cheater-r(7):b32,0,1,#BFBFBF
sid-91,Cheater-r(7):b32,0,1,#FF00FF
sid-3,Cheater-r(8):b33,0,1,#FF0000
sid-36,Cheater-r(8):b33,0,1,#DDA0DD
sid-69,Cheater-r(8):b33,0,1,#BFBFBF
sid-87,Cheater-r(8):b33,0,1,#BFBFBF
sid-90,Cheater-r(8):b33,0,1,#0000CD
sid-91,Cheater-r(8):b33,0,1,#FF00FF
sid-3,Cheater-r(5):b34,0,1,#FF0000
sid-58,Cheater-r(5):b34,0,1,#BFBFBF
sid-90,Cheater-r(5):b34,0,1,#0000CD
sid-91,Cheater-r(5):b34,0,1,#FF00FF
sid-3,Cheater-r(6):b35,0,1,#FF0000
sid-58,Cheater-r(6):b35,0,1,#BFBFBF
sid-90,Cheater-r(6):b35,0,1,#0000CD
sid-91,Cheater-r(6):b35,0,1,#FF00FF
sid-94,Cheater-r(6):b35,0,1,#7FFF00
sid-3,Cheater-r(4):b36,0,1,#FF0000
sid-77,Cheater-r(4):b36,0,1,#BFBFBF
sid-90,Cheater-r(4):b36,0,1,#0000CD
sid-91,Cheater-r(4):b36,0,1,#FF00FF
sid-3,Cheater-r(5):b37,0,1,#FF0000
sid-77,Cheater-r(5):b37,0,1,#BFBFBF
sid-90,Cheater-r(5):b37,0,1,#0000CD
sid-91,Cheater-r(5):b37,0,1,#FF00FF
sid-3,Cheater-r(6):b38,0,1,#FF0000
sid-77,Cheater-r(6):b38,0,1,#BFBFBF
sid-90,Cheater-r(6):b38,0,1,#0000CD
sid-91,Cheater-r(6):b38,0,1,#FF00FF
sid-94,Cheater-r(6):b38,0,1,#7FFF00
sid-3,Cheater-r(2):b39,0,1,#FF0000
sid-90,Cheater-r(2):b39,0,1,#0000CD
sid-3,Cheater-r(5):b40,0,1,#FF0000
sid-90,Cheater-r(5):b40,0,1,#0000CD
sid-91,Cheater-r(5):b40,0,1,#FF00FF
sid-94,Cheater-r(5):b40,0,1,#7FFF00
sid-5,Cheater-r(1):b41,0,1,#BFBFBF
sid-5,Cheater-r(2):b42,0,1,#BFBFBF
sid-5,Cheater-r(6):b43,0,1,#BFBFBF
sid-26,Cheater-r(6):b43,0,1,#BFBFBF
sid-36,Cheater-r(6):b43,0,1,#DDA0DD
sid-5,Cheater-r(4):b44,0,1,#BFBFBF
sid-24,Cheater-r(4):b44,0,1,#BFBFBF
sid-72,Cheater-r(4):b44,0,1,#4169E1
sid-80,Cheater-r(4):b44,0,1,#808000
sid-6,Cheater-r(1):b45,0,1,#BFBFBF
sid-6,Cheater-r(3):b46,0,1,#BFBFBF
sid-23,Cheater-r(3):b46,0,1,#BFBFBF
sid-6,Cheater-r(4):b47,0,1,#BFBFBF
sid-35,Cheater-r(4):b47,0,1,#00FFFF
sid-94,Cheater-r(4):b47,0,1,#7FFF00
sid-6,Cheater-r(3):b48,0,1,#BFBFBF
sid-35,Cheater-r(3):b48,0,1,#00FFFF
sid-94,Cheater-r(3):b48,0,1,#7FFF00
sid-6,Cheater-r(4):b49,0,1,#BFBFBF
sid-45,Cheater-r(4):b49,0,1,#BFBFBF
sid-66,Cheater-r(4):b49,0,1,#BFBFBF
sid-87,Cheater-r(4):b49,0,1,#BFBFBF
sid-6,Cheater-r(4):b50,0,1,#BFBFBF
sid-45,Cheater-r(4):b50,0,1,#BFBFBF
sid-87,Cheater-r(4):b50,0,1,#BFBFBF
sid-6,Cheater-r(3):b51,0,1,#BFBFBF
sid-80,Cheater-r(3):b51,0,1,#808000
sid-6,Cheater-r(3):b52,0,1,#BFBFBF
sid-87,Cheater-r(3):b52,0,1,#BFBFBF
sid-7,Cheater-r(11):b53,0,1,#BFBFBF
sid-26,Cheater-r(11):b53,0,1,#BFBFBF
sid-35,Cheater-r(11):b53,0,1,#00FFFF
sid-69,Cheater-r(11):b53,0,1,#BFBFBF
sid-72,Cheater-r(11):b53,0,1,#4169E1
sid-81,Cheater-r(11):b53,0,1,#BFBFBF
sid-86,Cheater-r(11):b53,0,1,#BFBFBF
sid-94,Cheater-r(11):b53,0,1,#7FFF00
sid-7,Cheater-r(8):b54,0,1,#BFBFBF
sid-65,Cheater-r(8):b54,0,1,#BFBFBF
sid-87,Cheater-r(8):b54,0,1,#BFBFBF
sid-90,Cheater-r(8):b54,0,1,#0000CD
sid-91,Cheater-r(8):b54,0,1,#FF00FF
sid-26,Cheater-r(5):b58,0,1,#BFBFBF
sid-69,Cheater-r(5):b58,0,1,#BFBFBF
sid-72,Cheater-r(5):b58,0,1,#4169E1
sid-88,Cheater-r(5):b58,0,1,#BFBFBF
sid-26,Cheater-r(2):b59,0,1,#BFBFBF
sid-26,Cheater-r(3):b60,0,1,#BFBFBF
sid-23,Cheater-r(2):b63,0,1,#BFBFBF
sid-26,Cheater-r(2):b63,0,1,#BFBFBF
sid-23,Cheater-r(3):b64,0,1,#BFBFBF
sid-26,Cheater-r(3):b64,0,1,#BFBFBF
sid-45,Cheater-r(3):b64,0,1,#BFBFBF
sid-23,Cheater-r(2):b65,0,1,#BFBFBF
sid-24,Cheater-r(1):b66,0,1,#BFBFBF
sid-24,Cheater-r(2):b67,0,1,#BFBFBF
sid-26,Cheater-r(2):b67,0,1,#BFBFBF
sid-24,Cheater-r(3):b68,0,1,#BFBFBF
sid-56,Cheater-r(3):b68,0,1,#BFBFBF
sid-24,Cheater-r(5):b69,0,1,#BFBFBF
sid-35,Cheater-r(5):b69,0,1,#00FFFF
sid-80,Cheater-r(5):b69,0,1,#808000
sid-93,Cheater-r(5):b69,0,1,#BFBFBF
sid-24,Cheater-r(4):b70,0,1,#BFBFBF
sid-38,Cheater-r(4):b70,0,1,#BFBFBF
sid-45,Cheater-r(4):b70,0,1,#BFBFBF
sid-94,Cheater-r(4):b70,0,1,#7FFF00
sid-24,Cheater-r(2):b71,0,1,#BFBFBF
sid-56,Cheater-r(2):b71,0,1,#BFBFBF
sid-24,Cheater-r(3):b72,0,1,#BFBFBF
sid-56,Cheater-r(3):b72,0,1,#BFBFBF
sid-93,Cheater-r(3):b72,0,1,#BFBFBF
sid-24,Cheater-r(2):b73,0,1,#BFBFBF
sid-94,Cheater-r(2):b73,0,1,#7FFF00
sid-26,Cheater-r(1):b75,0,1,#BFBFBF
sid-56,Cheater-r(2):b78,0,1,#BFBFBF
sid-35,Cheater-r(1):b81,0,1,#00FFFF
sid-35,Cheater-r(4):b82,0,1,#00FFFF
sid-56,Cheater-r(4):b82,0,1,#BFBFBF
sid-91,Cheater-r(4):b82,0,1,#FF00FF
sid-93,Cheater-r(4):b82,0,1,#BFBFBF
sid-35,Cheater-r(3):b83,0,1,#00FFFF
sid-56,Cheater-r(3):b83,0,1,#BFBFBF
sid-93,Cheater-r(3):b83,0,1,#BFBFBF
sid-35,Cheater-r(4):b84,0,1,#00FFFF
sid-80,Cheater-r(4):b84,0,1,#808000
sid-93,Cheater-r(4):b84,0,1,#BFBFBF
sid-35,Cheater-r(3):b85,0,1,#00FFFF
sid-93,Cheater-r(3):b85,0,1,#BFBFBF
sid-35,Cheater-r(4):b86,0,1,#00FFFF
sid-72,Cheater-r(4):b86,0,1,#4169E1
sid-94,Cheater-r(4):b86,0,1,#7FFF00
sid-35,Cheater-r(3):b87,0,1,#00FFFF
sid-80,Cheater-r(3):b87,0,1,#808000
sid-93,Cheater-r(3):b87,0,1,#BFBFBF
sid-37,Cheater-r(3):b88,0,1,#00BFFF
sid-66,Cheater-r(3):b88,0,1,#BFBFBF
sid-39,Cheater-r(1):b89,0,1,#7F007F
sid-45,Cheater-r(4):b91,0,1,#BFBFBF
sid-80,Cheater-r(4):b91,0,1,#808000
sid-45,Cheater-r(5):b92,0,1,#BFBFBF
sid-80,Cheater-r(5):b92,0,1,#808000
sid-86,Cheater-r(5):b92,0,1,#BFBFBF
sid-46,Cheater-r(6):b93,0,1,#BFBFBF
sid-77,Cheater-r(6):b93,0,1,#BFBFBF
sid-90,Cheater-r(6):b93,0,1,#0000CD
sid-91,Cheater-r(6):b93,0,1,#FF00FF
sid-55,Cheater-r(2):b95,0,1,#BFBFBF
sid-87,Cheater-r(2):b95,0,1,#BFBFBF
sid-56,Cheater-r(1):b96,0,1,#BFBFBF
sid-56,Cheater-r(2):b97,0,1,#BFBFBF
sid-93,Cheater-r(2):b97,0,1,#BFBFBF
sid-72,Cheater-r(2):b100,0,1,#4169E1
sid-94,Cheater-r(2):b100,0,1,#7FFF00
sid-77,Cheater-r(3):b101,0,1,#BFBFBF
sid-90,Cheater-r(3):b101,0,1,#0000CD
sid-91,Cheater-r(3):b101,0,1,#FF00FF
sid-77,Cheater-r(4):b102,0,1,#BFBFBF
sid-90,Cheater-r(4):b102,0,1,#0000CD
sid-91,Cheater-r(4):b102,0,1,#FF00FF
sid-77,Cheater-r(5):b103,0,1,#BFBFBF
sid-90,Cheater-r(5):b103,0,1,#0000CD
sid-91,Cheater-r(5):b103,0,1,#FF00FF
sid-77,Cheater-r(6):b104,0,1,#BFBFBF
sid-90,Cheater-r(6):b104,0,1,#0000CD
sid-91,Cheater-r(6):b104,0,1,#FF00FF
sid-94,Cheater-r(6):b104,0,1,#7FFF00
sid-77,Cheater-r(4):b105,0,1,#BFBFBF
sid-91,Cheater-r(4):b105,0,1,#FF00FF
sid-87,Cheater-r(1):b107,0,1,#BFBFBF
sid-87,Cheater-r(2):b108,0,1,#BFBFBF
sid-91,Cheater-r(2):b108,0,1,#FF00FF
sid-90,Cheater-r(1):b109,0,1,#0000CD
sid-90,Cheater-r(4):b110,0,1,#0000CD
sid-91,Cheater-r(4):b110,0,1,#FF00FF
sid-90,Cheater-r(2):b111,0,1,#0000CD
sid-92,Cheater-r(2):b111,0,1,#FF8C00
sid-90,Cheater-r(2):b112,0,1,#0000CD
sid-94,Cheater-r(2):b112,0,1,#7FFF00
sid-91,Cheater-r(1):b113,0,1,#FF00FF
sid-92,Cheater-r(1):b114,0,1,#FF8C00
sid-93,Cheater-r(1):b115,0,1,#BFBFBF
Pure-s1:b116,sid-1,1,1,#000000
sid-1,Pure-s1:b116,0,1,#191970
Partial-s1-r(8):b117,sid-1,1,1,#000000
sid-1,Partial-s1-r(8):b117,0,1,#191970
sid-2,Partial-s1-r(8):b117,0,1,#FFFF54
sid-7,Partial-s1-r(8):b117,0,1,#BFBFBF
sid-26,Partial-s1-r(8):b117,0,1,#BFBFBF
sid-36,Partial-s1-r(8):b117,0,1,#DDA0DD
sid-45,Partial-s1-r(8):b117,0,1,#BFBFBF
sid-90,Partial-s1-r(8):b117,0,1,#0000CD
sid-91,Partial-s1-r(8):b117,0,1,#FF00FF
Pure-s2:b118,sid-2,1,2,#000000
sid-2,Pure-s2:b118,0,1,#FFFF54
Partial-s2-r(9):b119,sid-2,1,1,#000000
sid-2,Partial-s2-r(9):b119,0,1,#FFFF54
sid-3,Partial-s2-r(9):b119,0,1,#FF0000
sid-36,Partial-s2-r(9):b119,0,1,#DDA0DD
sid-69,Partial-s2-r(9):b119,0,1,#BFBFBF
sid-72,Partial-s2-r(9):b119,0,1,#4169E1
sid-84,Partial-s2-r(9):b119,0,1,#BFBFBF
sid-90,Partial-s2-r(9):b119,0,1,#0000CD
sid-91,Partial-s2-r(9):b119,0,1,#FF00FF
Partial-s3-r(9):b120,sid-3,1,1,#000000
sid-1,Partial-s3-r(9):b120,0,1,#191970
sid-2,Partial-s3-r(9):b120,0,1,#FFFF54
sid-3,Partial-s3-r(9):b120,0,1,#FF0000
sid-78,Partial-s3-r(9):b120,0,1,#BFBFBF
sid-90,Partial-s3-r(9):b120,0,1,#0000CD
sid-91,Partial-s3-r(9):b120,0,1,#FF00FF
sid-94,Partial-s3-r(9):b120,0,1,#7FFF00
Partial-s3-r(8):b121,sid-3,1,1,#000000
sid-1,Partial-s3-r(8):b121,0,1,#191970
sid-2,Partial-s3-r(8):b121,0,1,#FFFF54
sid-3,Partial-s3-r(8):b121,0,1,#FF0000
sid-78,Partial-s3-r(8):b121,0,1,#BFBFBF
sid-90,Partial-s3-r(8):b121,0,1,#0000CD
sid-91,Partial-s3-r(8):b121,0,1,#FF00FF
sid-94,Partial-s3-r(8):b121,0,1,#7FFF00
Partial-s3-r(8):b122,sid-3,1,1,#000000
sid-1,Partial-s3-r(8):b122,0,1,#191970
sid-2,Partial-s3-r(8):b122,0,1,#FFFF54
sid-3,Partial-s3-r(8):b122,0,1,#FF0000
sid-77,Partial-s3-r(8):b122,0,1,#BFBFBF
sid-90,Partial-s3-r(8):b122,0,1,#0000CD
sid-91,Partial-s3-r(8):b122,0,1,#FF00FF
sid-94,Partial-s3-r(8):b122,0,1,#7FFF00
Partial-s3-r(7):b123,sid-3,1,1,#000000
sid-1,Partial-s3-r(7):b123,0,1,#191970
sid-2,Partial-s3-r(7):b123,0,1,#FFFF54
sid-3,Partial-s3-r(7):b123,0,1,#FF0000
sid-90,Partial-s3-r(7):b123,0,1,#0000CD
sid-91,Partial-s3-r(7):b123,0,1,#FF00FF
sid-94,Partial-s3-r(7):b123,0,1,#7FFF00
Partial-s3-r(2):b124,sid-3,1,10,#000000
sid-1,Partial-s3-r(2):b124,0,1,#191970
sid-3,Partial-s3-r(2):b124,0,1,#FF0000
Partial-s3-r(8):b125,sid-3,1,1,#000000
sid-1,Partial-s3-r(8):b125,0,1,#191970
sid-3,Partial-s3-r(8):b125,0,1,#FF0000
sid-35,Partial-s3-r(8):b125,0,1,#00FFFF
sid-36,Partial-s3-r(8):b125,0,1,#DDA0DD
sid-75,Partial-s3-r(8):b125,0,1,#800000
sid-81,Partial-s3-r(8):b125,0,1,#BFBFBF
Partial-s3-r(3):b126,sid-3,1,6,#000000
sid-1,Partial-s3-r(3):b126,0,1,#191970
sid-3,Partial-s3-r(3):b126,0,1,#FF0000
sid-4,Partial-s3-r(3):b126,0,1,#BFBFBF
Partial-s3-r(5):b127,sid-3,1,1,#000000
sid-1,Partial-s3-r(5):b127,0,1,#191970
sid-3,Partial-s3-r(5):b127,0,1,#FF0000
sid-4,Partial-s3-r(5):b127,0,1,#BFBFBF
sid-36,Partial-s3-r(5):b127,0,1,#DDA0DD
sid-94,Partial-s3-r(5):b127,0,1,#7FFF00
Partial-s3-r(5):b128,sid-3,1,1,#000000
sid-1,Partial-s3-r(5):b128,0,1,#191970
sid-3,Partial-s3-r(5):b128,0,1,#FF0000
sid-36,Partial-s3-r(5):b128,0,1,#DDA0DD
sid-90,Partial-s3-r(5):b128,0,1,#0000CD
sid-94,Partial-s3-r(5):b128,0,1,#7FFF00
Partial-s3-r(3):b129,sid-3,1,2,#000000
sid-1,Partial-s3-r(3):b129,0,1,#191970
sid-3,Partial-s3-r(3):b129,0,1,#FF0000
sid-90,Partial-s3-r(3):b129,0,1,#0000CD
Partial-s3-r(4):b130,sid-3,1,2,#000000
sid-1,Partial-s3-r(4):b130,0,1,#191970
sid-3,Partial-s3-r(4):b130,0,1,#FF0000
sid-90,Partial-s3-r(4):b130,0,1,#0000CD
sid-94,Partial-s3-r(4):b130,0,1,#7FFF00
Pure-s3:b131,sid-3,1,320,#000000
sid-3,Pure-s3:b131,0,1,#FF0000
Partial-s3-r(2):b132,sid-3,1,2,#000000
sid-3,Partial-s3-r(2):b132,0,1,#FF0000
Partial-s3-r(3):b133,sid-3,1,3,#000000
sid-3,Partial-s3-r(3):b133,0,1,#FF0000
sid-4,Partial-s3-r(3):b133,0,1,#BFBFBF
sid-94,Partial-s3-r(3):b133,0,1,#7FFF00
Partial-s3-r(4):b134,sid-3,1,1,#000000
sid-3,Partial-s3-r(4):b134,0,1,#FF0000
sid-6,Partial-s3-r(4):b134,0,1,#BFBFBF
sid-37,Partial-s3-r(4):b134,0,1,#00BFFF
sid-91,Partial-s3-r(4):b134,0,1,#FF00FF
Partial-s3-r(2):b135,sid-3,1,4,#000000
sid-3,Partial-s3-r(2):b135,0,1,#FF0000
sid-72,Partial-s3-r(2):b135,0,1,#4169E1
Partial-s3-r(2):b136,sid-3,1,6,#000000
sid-3,Partial-s3-r(2):b136,0,1,#FF0000
sid-90,Partial-s3-r(2):b136,0,1,#0000CD
Partial-s3-r(2):b137,sid-3,1,1,#000000
sid-3,Partial-s3-r(2):b137,0,1,#FF0000
sid-91,Partial-s3-r(2):b137,0,1,#FF00FF
Partial-s3-r(2):b138,sid-3,1,9,#000000
sid-3,Partial-s3-r(2):b138,0,1,#FF0000
sid-94,Partial-s3-r(2):b138,0,1,#7FFF00
