source,target,isproduce,edgesize,edgecolor,species
sid-93(psychrotolerans),Partial-s56-r(4):b212(psychrotolerans),0,1,#BFBFBF,psychrotolerans
Partial-s3-r(3):b126(brassicacearum),sid-3(brassicacearum),1,1,#000000,brassicacearum
sid-1(brassicacearum),Partial-s3-r(3):b126(brassicacearum),0,1,#191970,brassicacearum
sid-3(brassicacearum),Partial-s3-r(3):b126(brassicacearum),0,1,#FF0000,brassicacearum
sid-4(brassicacearum),Partial-s3-r(3):b126(brassicacearum),0,1,#BFBFBF,brassicacearum
Partial-s4-r(2):b139(brassicacearum),sid-4(brassicacearum),1,1,#000000,brassicacearum
sid-1(brassicacearum),Partial-s4-r(2):b139(brassicacearum),0,1,#191970,brassicacearum
sid-4(brassicacearum),Partial-s4-r(2):b139(brassicacearum),0,1,#BFBFBF,brassicacearum
Partial-s4-r(2):b142(brassicacearum),sid-4(brassicacearum),1,2,#000000,brassicacearum
sid-4(brassicacearum),Partial-s4-r(2):b142(brassicacearum),0,1,#BFBFBF,brassicacearum
sid-94(brassicacearum),Partial-s4-r(2):b142(brassicacearum),0,1,#7FFF00,brassicacearum
Pure-s36:b179(brassicacearum),sid-36(brassicacearum),1,1,#000000,brassicacearum
sid-36(brassicacearum),Pure-s36:b179(brassicacearum),0,1,#DDA0DD,brassicacearum
Partial-s36-r(2):b182(brassicacearum),sid-36(brassicacearum),1,6,#000000,brassicacearum
sid-36(brassicacearum),Partial-s36-r(2):b182(brassicacearum),0,1,#DDA0DD,brassicacearum
sid-94(brassicacearum),Partial-s36-r(2):b182(brassicacearum),0,1,#7FFF00,brassicacearum
Pure-s90:b331(brassicacearum),sid-90(brassicacearum),1,2,#000000,brassicacearum
sid-90(brassicacearum),Pure-s90:b331(brassicacearum),0,1,#0000CD,brassicacearum
Partial-s35-r(2):b159(coronafaciens),sid-35(coronafaciens),1,10,#000000,coronafaciens
sid-2(coronafaciens),Partial-s35-r(2):b159(coronafaciens),0,1,#FFFF54,coronafaciens
sid-35(coronafaciens),Partial-s35-r(2):b159(coronafaciens),0,1,#00FFFF,coronafaciens
Pure-s35:b163(coronafaciens),sid-35(coronafaciens),1,1,#000000,coronafaciens
sid-35(coronafaciens),Pure-s35:b163(coronafaciens),0,1,#00FFFF,coronafaciens
sid-24(oryzihabitans),Cheater-r(3):b72(oryzihabitans),0,1,#BFBFBF,oryzihabitans
sid-56(oryzihabitans),Cheater-r(3):b72(oryzihabitans),0,1,#BFBFBF,oryzihabitans
sid-93(oryzihabitans),Cheater-r(3):b72(oryzihabitans),0,1,#BFBFBF,oryzihabitans
sid-56(oryzihabitans),Cheater-r(1):b96(oryzihabitans),0,1,#BFBFBF,oryzihabitans
sid-56(oryzihabitans),Cheater-r(2):b97(oryzihabitans),0,1,#BFBFBF,oryzihabitans
sid-93(oryzihabitans),Cheater-r(2):b97(oryzihabitans),0,1,#BFBFBF,oryzihabitans
sid-90(frederiksbergensis),Cheater-r(2):b112(frederiksbergensis),0,1,#0000CD,frederiksbergensis
sid-94(frederiksbergensis),Cheater-r(2):b112(frederiksbergensis),0,1,#7FFF00,frederiksbergensis
Partial-s3-r(2):b136(frederiksbergensis),sid-3(frederiksbergensis),1,1,#000000,frederiksbergensis
sid-3(frederiksbergensis),Partial-s3-r(2):b136(frederiksbergensis),0,1,#FF0000,frederiksbergensis
sid-90(frederiksbergensis),Partial-s3-r(2):b136(frederiksbergensis),0,1,#0000CD,frederiksbergensis
Pure-s36:b179(frederiksbergensis),sid-36(frederiksbergensis),1,5,#000000,frederiksbergensis
sid-36(frederiksbergensis),Pure-s36:b179(frederiksbergensis),0,1,#DDA0DD,frederiksbergensis
Pure-s94:b422(frederiksbergensis),sid-94(frederiksbergensis),1,2,#000000,frederiksbergensis
sid-94(frederiksbergensis),Pure-s94:b422(frederiksbergensis),0,1,#7FFF00,frederiksbergensis
sid-1(savastanoi),Cheater-r(5):b8(savastanoi),0,1,#191970,savastanoi
sid-2(savastanoi),Cheater-r(5):b8(savastanoi),0,1,#FFFF54,savastanoi
sid-35(savastanoi),Cheater-r(5):b8(savastanoi),0,1,#00FFFF,savastanoi
sid-45(savastanoi),Cheater-r(5):b8(savastanoi),0,1,#BFBFBF,savastanoi
Pure-s35:b163(savastanoi),sid-35(savastanoi),1,9,#000000,savastanoi
sid-35(savastanoi),Pure-s35:b163(savastanoi),0,1,#00FFFF,savastanoi
Pure-s3:b131(moraviensis),sid-3(moraviensis),1,2,#000000,moraviensis
sid-3(moraviensis),Pure-s3:b131(moraviensis),0,1,#FF0000,moraviensis
Partial-s94-r(2):b418(moraviensis),sid-94(moraviensis),1,4,#000000,moraviensis
sid-1(moraviensis),Partial-s94-r(2):b418(moraviensis),0,1,#191970,moraviensis
sid-94(moraviensis),Partial-s94-r(2):b418(moraviensis),0,1,#7FFF00,moraviensis
Pure-s94:b422(moraviensis),sid-94(moraviensis),1,3,#000000,moraviensis
sid-94(moraviensis),Pure-s94:b422(moraviensis),0,1,#7FFF00,moraviensis
Partial-s90-r(2):b332(lundensis),sid-90(lundensis),1,1,#000000,lundensis
sid-90(lundensis),Partial-s90-r(2):b332(lundensis),0,1,#0000CD,lundensis
sid-91(lundensis),Partial-s90-r(2):b332(lundensis),0,1,#FF00FF,lundensis
Partial-s90-r(4):b333(lundensis),sid-90(lundensis),1,6,#000000,lundensis
sid-90(lundensis),Partial-s90-r(4):b333(lundensis),0,1,#0000CD,lundensis
sid-91(lundensis),Partial-s90-r(4):b333(lundensis),0,1,#FF00FF,lundensis
sid-91(lundensis),Partial-s90-r(4):b333(lundensis),0,1,#FF00FF,lundensis
sid-94(lundensis),Partial-s90-r(4):b333(lundensis),0,1,#7FFF00,lundensis
Partial-s90-r(2):b335(lundensis),sid-90(lundensis),1,1,#000000,lundensis
sid-90(lundensis),Partial-s90-r(2):b335(lundensis),0,1,#0000CD,lundensis
sid-94(lundensis),Partial-s90-r(2):b335(lundensis),0,1,#7FFF00,lundensis
Pure-s36:b179(mandelii),sid-36(mandelii),1,1,#000000,mandelii
sid-36(mandelii),Pure-s36:b179(mandelii),0,1,#DDA0DD,mandelii
Partial-s72-r(3):b248(mandelii),sid-72(mandelii),1,1,#000000,mandelii
sid-1(mandelii),Partial-s72-r(3):b248(mandelii),0,1,#191970,mandelii
sid-72(mandelii),Partial-s72-r(3):b248(mandelii),0,1,#4169E1,mandelii
sid-90(mandelii),Partial-s72-r(3):b248(mandelii),0,1,#0000CD,mandelii
Pure-s90:b331(mandelii),sid-90(mandelii),1,6,#000000,mandelii
sid-90(mandelii),Pure-s90:b331(mandelii),0,1,#0000CD,mandelii
Partial-s66-r(5):b219(monteilii),sid-66(monteilii),1,1,#000000,monteilii
sid-1(monteilii),Partial-s66-r(5):b219(monteilii),0,1,#191970,monteilii
sid-35(monteilii),Partial-s66-r(5):b219(monteilii),0,1,#00FFFF,monteilii
sid-38(monteilii),Partial-s66-r(5):b219(monteilii),0,1,#BFBFBF,monteilii
sid-66(monteilii),Partial-s66-r(5):b219(monteilii),0,1,#BFBFBF,monteilii
sid-94(monteilii),Partial-s66-r(5):b219(monteilii),0,1,#7FFF00,monteilii
Partial-s66-r(5):b220(monteilii),sid-66(monteilii),1,1,#000000,monteilii
sid-1(monteilii),Partial-s66-r(5):b220(monteilii),0,1,#191970,monteilii
sid-35(monteilii),Partial-s66-r(5):b220(monteilii),0,1,#00FFFF,monteilii
sid-66(monteilii),Partial-s66-r(5):b220(monteilii),0,1,#BFBFBF,monteilii
sid-76(monteilii),Partial-s66-r(5):b220(monteilii),0,1,#2E8B57,monteilii
Partial-s66-r(4):b221(monteilii),sid-66(monteilii),1,1,#000000,monteilii
sid-36(monteilii),Partial-s66-r(4):b221(monteilii),0,1,#DDA0DD,monteilii
sid-66(monteilii),Partial-s66-r(4):b221(monteilii),0,1,#BFBFBF,monteilii
sid-94(monteilii),Partial-s66-r(4):b221(monteilii),0,1,#7FFF00,monteilii
Partial-s66-r(3):b222(monteilii),sid-66(monteilii),1,1,#000000,monteilii
sid-36(monteilii),Partial-s66-r(3):b222(monteilii),0,1,#DDA0DD,monteilii
sid-66(monteilii),Partial-s66-r(3):b222(monteilii),0,1,#BFBFBF,monteilii
sid-94(monteilii),Partial-s66-r(3):b222(monteilii),0,1,#7FFF00,monteilii
Partial-s72-r(2):b255(monteilii),sid-72(monteilii),1,1,#000000,monteilii
sid-45(monteilii),Partial-s72-r(2):b255(monteilii),0,1,#BFBFBF,monteilii
sid-72(monteilii),Partial-s72-r(2):b255(monteilii),0,1,#4169E1,monteilii
Pure-s72:b256(monteilii),sid-72(monteilii),1,1,#000000,monteilii
sid-72(monteilii),Pure-s72:b256(monteilii),0,1,#4169E1,monteilii
Pure-s76:b264(monteilii),sid-76(monteilii),1,1,#000000,monteilii
sid-76(monteilii),Pure-s76:b264(monteilii),0,1,#2E8B57,monteilii
Pure-s92:b411(monteilii),sid-92(monteilii),1,1,#000000,monteilii
sid-92(monteilii),Pure-s92:b411(monteilii),0,1,#FF8C00,monteilii
Pure-s76:b264(asiatica),sid-76(asiatica),1,4,#000000,asiatica
sid-76(asiatica),Pure-s76:b264(asiatica),0,1,#2E8B57,asiatica
Partial-s76-r(3):b266(asiatica),sid-76(asiatica),1,1,#000000,asiatica
sid-76(asiatica),Partial-s76-r(3):b266(asiatica),0,1,#2E8B57,asiatica
sid-86(asiatica),Partial-s76-r(3):b266(asiatica),0,1,#BFBFBF,asiatica
sid-87(asiatica),Partial-s76-r(3):b266(asiatica),0,1,#BFBFBF,asiatica
Partial-s76-r(2):b267(asiatica),sid-76(asiatica),1,2,#000000,asiatica
sid-76(asiatica),Partial-s76-r(2):b267(asiatica),0,1,#2E8B57,asiatica
sid-87(asiatica),Partial-s76-r(2):b267(asiatica),0,1,#BFBFBF,asiatica
Pure-s3:b131(parafulva),sid-3(parafulva),1,1,#000000,parafulva
sid-3(parafulva),Pure-s3:b131(parafulva),0,1,#FF0000,parafulva
Partial-s35-r(3):b168(parafulva),sid-35(parafulva),1,2,#000000,parafulva
sid-35(parafulva),Partial-s35-r(3):b168(parafulva),0,1,#00FFFF,parafulva
sid-46(parafulva),Partial-s35-r(3):b168(parafulva),0,1,#BFBFBF,parafulva
sid-86(parafulva),Partial-s35-r(3):b168(parafulva),0,1,#BFBFBF,parafulva
Partial-s65-r(6):b216(parafulva),sid-65(parafulva),1,1,#000000,parafulva
sid-35(parafulva),Partial-s65-r(6):b216(parafulva),0,1,#00FFFF,parafulva
sid-45(parafulva),Partial-s65-r(6):b216(parafulva),0,1,#BFBFBF,parafulva
sid-65(parafulva),Partial-s65-r(6):b216(parafulva),0,1,#BFBFBF,parafulva
sid-86(parafulva),Partial-s65-r(6):b216(parafulva),0,1,#BFBFBF,parafulva
Partial-s80-r(3):b277(parafulva),sid-80(parafulva),1,2,#000000,parafulva
sid-4(parafulva),Partial-s80-r(3):b277(parafulva),0,1,#BFBFBF,parafulva
sid-72(parafulva),Partial-s80-r(3):b277(parafulva),0,1,#4169E1,parafulva
sid-80(parafulva),Partial-s80-r(3):b277(parafulva),0,1,#808000,parafulva
Partial-s80-r(2):b280(parafulva),sid-80(parafulva),1,1,#000000,parafulva
sid-72(parafulva),Partial-s80-r(2):b280(parafulva),0,1,#4169E1,parafulva
sid-80(parafulva),Partial-s80-r(2):b280(parafulva),0,1,#808000,parafulva
Partial-s7-r(9):b145(poae),sid-7(poae),1,1,#000000,poae
sid-1(poae),Partial-s7-r(9):b145(poae),0,1,#191970,poae
sid-2(poae),Partial-s7-r(9):b145(poae),0,1,#FFFF54,poae
sid-7(poae),Partial-s7-r(9):b145(poae),0,1,#BFBFBF,poae
sid-37(poae),Partial-s7-r(9):b145(poae),0,1,#00BFFF,poae
sid-72(poae),Partial-s7-r(9):b145(poae),0,1,#4169E1,poae
sid-77(poae),Partial-s7-r(9):b145(poae),0,1,#BFBFBF,poae
sid-90(poae),Partial-s7-r(9):b145(poae),0,1,#0000CD,poae
sid-91(poae),Partial-s7-r(9):b145(poae),0,1,#FF00FF,poae
sid-93(poae),Partial-s7-r(9):b145(poae),0,1,#BFBFBF,poae
Partial-s91-r(8):b342(poae),sid-91(poae),1,1,#000000,poae
sid-1(poae),Partial-s91-r(8):b342(poae),0,1,#191970,poae
sid-2(poae),Partial-s91-r(8):b342(poae),0,1,#FFFF54,poae
sid-3(poae),Partial-s91-r(8):b342(poae),0,1,#FF0000,poae
sid-37(poae),Partial-s91-r(8):b342(poae),0,1,#00BFFF,poae
sid-91(poae),Partial-s91-r(8):b342(poae),0,1,#FF00FF,poae
sid-91(poae),Partial-s91-r(8):b342(poae),0,1,#FF00FF,poae
sid-94(poae),Partial-s91-r(8):b342(poae),0,1,#7FFF00,poae
Partial-s91-r(5):b371(poae),sid-91(poae),1,1,#000000,poae
sid-1(poae),Partial-s91-r(5):b371(poae),0,1,#191970,poae
sid-3(poae),Partial-s91-r(5):b371(poae),0,1,#FF0000,poae
sid-37(poae),Partial-s91-r(5):b371(poae),0,1,#00BFFF,poae
sid-91(poae),Partial-s91-r(5):b371(poae),0,1,#FF00FF,poae
sid-94(poae),Partial-s91-r(5):b371(poae),0,1,#7FFF00,poae
Partial-s91-r(2):b383(poae),sid-91(poae),1,3,#000000,poae
sid-2(poae),Partial-s91-r(2):b383(poae),0,1,#FFFF54,poae
sid-91(poae),Partial-s91-r(2):b383(poae),0,1,#FF00FF,poae
Partial-s91-r(2):b388(poae),sid-91(poae),1,1,#000000,poae
sid-3(poae),Partial-s91-r(2):b388(poae),0,1,#FF0000,poae
sid-91(poae),Partial-s91-r(2):b388(poae),0,1,#FF00FF,poae
Partial-s3-r(2):b136(asplenii),sid-3(asplenii),1,1,#000000,asplenii
sid-3(asplenii),Partial-s3-r(2):b136(asplenii),0,1,#FF0000,asplenii
sid-90(asplenii),Partial-s3-r(2):b136(asplenii),0,1,#0000CD,asplenii
Pure-s35:b163(asplenii),sid-35(asplenii),1,5,#000000,asplenii
sid-35(asplenii),Pure-s35:b163(asplenii),0,1,#00FFFF,asplenii
Partial-s90-r(8):b318(helleri),sid-90(helleri),1,1,#000000,helleri
sid-70(helleri),Partial-s90-r(8):b318(helleri),0,1,#00FA9A,helleri
sid-77(helleri),Partial-s90-r(8):b318(helleri),0,1,#BFBFBF,helleri
sid-87(helleri),Partial-s90-r(8):b318(helleri),0,1,#BFBFBF,helleri
sid-90(helleri),Partial-s90-r(8):b318(helleri),0,1,#0000CD,helleri
sid-91(helleri),Partial-s90-r(8):b318(helleri),0,1,#FF00FF,helleri
sid-91(helleri),Partial-s90-r(8):b318(helleri),0,1,#FF00FF,helleri
sid-94(helleri),Partial-s90-r(8):b318(helleri),0,1,#7FFF00,helleri
Partial-s90-r(6):b326(helleri),sid-90(helleri),1,1,#000000,helleri
sid-58(helleri),Partial-s90-r(6):b326(helleri),0,1,#BFBFBF,helleri
sid-70(helleri),Partial-s90-r(6):b326(helleri),0,1,#00FA9A,helleri
sid-77(helleri),Partial-s90-r(6):b326(helleri),0,1,#BFBFBF,helleri
sid-87(helleri),Partial-s90-r(6):b326(helleri),0,1,#BFBFBF,helleri
sid-90(helleri),Partial-s90-r(6):b326(helleri),0,1,#0000CD,helleri
sid-91(helleri),Partial-s90-r(6):b326(helleri),0,1,#FF00FF,helleri
Partial-s90-r(9):b327(helleri),sid-90(helleri),1,1,#000000,helleri
sid-58(helleri),Partial-s90-r(9):b327(helleri),0,1,#BFBFBF,helleri
sid-70(helleri),Partial-s90-r(9):b327(helleri),0,1,#00FA9A,helleri
sid-77(helleri),Partial-s90-r(9):b327(helleri),0,1,#BFBFBF,helleri
sid-87(helleri),Partial-s90-r(9):b327(helleri),0,1,#BFBFBF,helleri
sid-90(helleri),Partial-s90-r(9):b327(helleri),0,1,#0000CD,helleri
sid-91(helleri),Partial-s90-r(9):b327(helleri),0,1,#FF00FF,helleri
sid-91(helleri),Partial-s90-r(9):b327(helleri),0,1,#FF00FF,helleri
sid-91(helleri),Partial-s90-r(9):b327(helleri),0,1,#FF00FF,helleri
sid-94(helleri),Partial-s90-r(9):b327(helleri),0,1,#7FFF00,helleri
Partial-s90-r(8):b328(helleri),sid-90(helleri),1,1,#000000,helleri
sid-58(helleri),Partial-s90-r(8):b328(helleri),0,1,#BFBFBF,helleri
sid-70(helleri),Partial-s90-r(8):b328(helleri),0,1,#00FA9A,helleri
sid-77(helleri),Partial-s90-r(8):b328(helleri),0,1,#BFBFBF,helleri
sid-87(helleri),Partial-s90-r(8):b328(helleri),0,1,#BFBFBF,helleri
sid-90(helleri),Partial-s90-r(8):b328(helleri),0,1,#0000CD,helleri
sid-91(helleri),Partial-s90-r(8):b328(helleri),0,1,#FF00FF,helleri
sid-91(helleri),Partial-s90-r(8):b328(helleri),0,1,#FF00FF,helleri
sid-94(helleri),Partial-s90-r(8):b328(helleri),0,1,#7FFF00,helleri
Partial-s90-r(9):b329(helleri),sid-90(helleri),1,1,#000000,helleri
sid-58(helleri),Partial-s90-r(9):b329(helleri),0,1,#BFBFBF,helleri
sid-77(helleri),Partial-s90-r(9):b329(helleri),0,1,#BFBFBF,helleri
sid-87(helleri),Partial-s90-r(9):b329(helleri),0,1,#BFBFBF,helleri
sid-90(helleri),Partial-s90-r(9):b329(helleri),0,1,#0000CD,helleri
sid-91(helleri),Partial-s90-r(9):b329(helleri),0,1,#FF00FF,helleri
sid-91(helleri),Partial-s90-r(9):b329(helleri),0,1,#FF00FF,helleri
sid-91(helleri),Partial-s90-r(9):b329(helleri),0,1,#FF00FF,helleri
sid-91(helleri),Partial-s90-r(9):b329(helleri),0,1,#FF00FF,helleri
sid-94(helleri),Partial-s90-r(9):b329(helleri),0,1,#7FFF00,helleri
Pure-s90:b331(helleri),sid-90(helleri),1,1,#000000,helleri
sid-90(helleri),Pure-s90:b331(helleri),0,1,#0000CD,helleri
sid-3(mendocina),Cheater-r(1):b26(mendocina),0,1,#FF0000,mendocina
sid-6(mendocina),Cheater-r(4):b49(mendocina),0,1,#BFBFBF,mendocina
sid-45(mendocina),Cheater-r(4):b49(mendocina),0,1,#BFBFBF,mendocina
sid-66(mendocina),Cheater-r(4):b49(mendocina),0,1,#BFBFBF,mendocina
sid-87(mendocina),Cheater-r(4):b49(mendocina),0,1,#BFBFBF,mendocina
sid-6(mendocina),Cheater-r(4):b50(mendocina),0,1,#BFBFBF,mendocina
sid-45(mendocina),Cheater-r(4):b50(mendocina),0,1,#BFBFBF,mendocina
sid-87(mendocina),Cheater-r(4):b50(mendocina),0,1,#BFBFBF,mendocina
sid-6(mendocina),Cheater-r(3):b52(mendocina),0,1,#BFBFBF,mendocina
sid-87(mendocina),Cheater-r(3):b52(mendocina),0,1,#BFBFBF,mendocina
sid-26(mendocina),Cheater-r(1):b75(mendocina),0,1,#BFBFBF,mendocina
sid-1(nitroreducens),Cheater-r(11):b17(nitroreducens),0,1,#191970,nitroreducens
sid-24(nitroreducens),Cheater-r(11):b17(nitroreducens),0,1,#BFBFBF,nitroreducens
sid-38(nitroreducens),Cheater-r(11):b17(nitroreducens),0,1,#BFBFBF,nitroreducens
sid-45(nitroreducens),Cheater-r(11):b17(nitroreducens),0,1,#BFBFBF,nitroreducens
sid-55(nitroreducens),Cheater-r(11):b17(nitroreducens),0,1,#BFBFBF,nitroreducens
sid-58(nitroreducens),Cheater-r(11):b17(nitroreducens),0,1,#BFBFBF,nitroreducens
sid-66(nitroreducens),Cheater-r(11):b17(nitroreducens),0,1,#BFBFBF,nitroreducens
sid-80(nitroreducens),Cheater-r(11):b17(nitroreducens),0,1,#808000,nitroreducens
sid-92(nitroreducens),Cheater-r(11):b17(nitroreducens),0,1,#FF8C00,nitroreducens
sid-93(nitroreducens),Cheater-r(11):b17(nitroreducens),0,1,#BFBFBF,nitroreducens
sid-94(nitroreducens),Cheater-r(11):b17(nitroreducens),0,1,#7FFF00,nitroreducens
sid-1(nitroreducens),Cheater-r(5):b19(nitroreducens),0,1,#191970,nitroreducens
sid-24(nitroreducens),Cheater-r(5):b19(nitroreducens),0,1,#BFBFBF,nitroreducens
sid-38(nitroreducens),Cheater-r(5):b19(nitroreducens),0,1,#BFBFBF,nitroreducens
sid-66(nitroreducens),Cheater-r(5):b19(nitroreducens),0,1,#BFBFBF,nitroreducens
sid-94(nitroreducens),Cheater-r(5):b19(nitroreducens),0,1,#7FFF00,nitroreducens
sid-1(nitroreducens),Cheater-r(4):b20(nitroreducens),0,1,#191970,nitroreducens
sid-24(nitroreducens),Cheater-r(4):b20(nitroreducens),0,1,#BFBFBF,nitroreducens
sid-38(nitroreducens),Cheater-r(4):b20(nitroreducens),0,1,#BFBFBF,nitroreducens
sid-94(nitroreducens),Cheater-r(4):b20(nitroreducens),0,1,#7FFF00,nitroreducens
sid-24(nitroreducens),Cheater-r(2):b73(nitroreducens),0,1,#BFBFBF,nitroreducens
sid-94(nitroreducens),Cheater-r(2):b73(nitroreducens),0,1,#7FFF00,nitroreducens
Partial-s78-r(5):b271(synxantha),sid-78(synxantha),1,2,#000000,synxantha
sid-1(synxantha),Partial-s78-r(5):b271(synxantha),0,1,#191970,synxantha
sid-37(synxantha),Partial-s78-r(5):b271(synxantha),0,1,#00BFFF,synxantha
sid-69(synxantha),Partial-s78-r(5):b271(synxantha),0,1,#BFBFBF,synxantha
sid-78(synxantha),Partial-s78-r(5):b271(synxantha),0,1,#BFBFBF,synxantha
sid-94(synxantha),Partial-s78-r(5):b271(synxantha),0,1,#7FFF00,synxantha
Partial-s91-r(5):b375(synxantha),sid-91(synxantha),1,1,#000000,synxantha
sid-1(synxantha),Partial-s91-r(5):b375(synxantha),0,1,#191970,synxantha
sid-37(synxantha),Partial-s91-r(5):b375(synxantha),0,1,#00BFFF,synxantha
sid-78(synxantha),Partial-s91-r(5):b375(synxantha),0,1,#BFBFBF,synxantha
sid-91(synxantha),Partial-s91-r(5):b375(synxantha),0,1,#FF00FF,synxantha
sid-94(synxantha),Partial-s91-r(5):b375(synxantha),0,1,#7FFF00,synxantha
Partial-s91-r(5):b386(synxantha),sid-91(synxantha),1,1,#000000,synxantha
sid-3(synxantha),Partial-s91-r(5):b386(synxantha),0,1,#FF0000,synxantha
sid-37(synxantha),Partial-s91-r(5):b386(synxantha),0,1,#00BFFF,synxantha
sid-69(synxantha),Partial-s91-r(5):b386(synxantha),0,1,#BFBFBF,synxantha
sid-91(synxantha),Partial-s91-r(5):b386(synxantha),0,1,#FF00FF,synxantha
sid-94(synxantha),Partial-s91-r(5):b386(synxantha),0,1,#7FFF00,synxantha
Partial-s91-r(2):b397(synxantha),sid-91(synxantha),1,2,#000000,synxantha
sid-91(synxantha),Partial-s91-r(2):b397(synxantha),0,1,#FF00FF,synxantha
sid-94(synxantha),Partial-s91-r(2):b397(synxantha),0,1,#7FFF00,synxantha
